timestamp,Model,Data,Seed,struct_feats,lr,input_dim,hidden_dim,proj_dim,gconv_nlayers,loss,pre_1,rec_1,f1_1,pre_0,rec_0,f1_0,F1Mi,F1Ma,auroc,auprc,threshold,valid_f1_1,ari_score,sil_score,final_loss
2026-05-17 03:24:50,loss_step2_bgrl_BootstrapLatent_s2024,HOFINET_NODE_FEAT,2024,,-1,-1,-1,32,-1,BootstrapLatent,0.4772939762254574,0.926497277676951,0.630024682651622,0.9983673116793366,0.9779235065154848,0.9880396682910147,0.9768284132128284,0.8090321754713183,0.9878781766596624,0.5548055116488209,0.5,,0.0,0.0,
2026-05-17 03:28:18,loss_step2_bgrl_BootstrapLatent_s2025,HOFINET_NODE_FEAT,2025,,-1,-1,-1,32,-1,BootstrapLatent,0.4764084270041058,0.922455362961032,0.628317798490901,0.9982872621237374,0.97806143025148,0.9880708512232576,0.9768836230931888,0.8081943248570793,0.9872608548041346,0.5589969097854038,0.5,,0.0,0.0,
2026-05-17 03:31:46,loss_step2_bgrl_BootstrapLatent_s2026,HOFINET_NODE_FEAT,2026,,-1,-1,-1,32,-1,BootstrapLatent,0.4767046998098342,0.9107305047359544,0.6258303241050333,0.9980203147929676,0.97826804344699,0.9880454707959384,0.9768311737068466,0.8069378974504857,0.986260030132351,0.5532911459319121,0.5,,0.0,0.0,
2026-05-17 03:35:16,loss_step2_bgrl_BootstrapLatent_s2027,HOFINET_NODE_FEAT,2027,,-1,-1,-1,32,-1,BootstrapLatent,0.472598195329087,0.915670394652269,0.6234300468250843,0.9981105011204496,0.9775752873968544,0.9877361730874202,0.9762459489750286,0.8055831099562523,0.988366138194102,0.5604073817661025,0.5,,0.0,0.0,
2026-05-17 03:39:22,loss_step2_dgi_JSD_s2024,HOFINET_NODE_FEAT,2024,,-1,-1,-1,32,-1,JSD,0.0407848164766868,0.9485351309307752,0.078206916454235,0.997828809564176,0.5146161222993174,0.6790313906685845,0.5238561893036378,0.3786191535614098,0.9389046528998076,0.5237905076900946,0.5,,0.0,0.0,
2026-05-17 03:43:22,loss_step2_dgi_JSD_s2025,HOFINET_NODE_FEAT,2025,,-1,-1,-1,32,-1,JSD,0.0339399901623216,0.9532125635344716,0.0655461507095456,0.9975537627081686,0.4128732221974668,0.5840263136373338,0.4243182960022525,0.3247862321734397,0.9432580833012258,0.5394996664259821,0.5,,0.0,0.0,
2026-05-17 03:46:56,loss_step2_dgi_JSD_s2026,HOFINET_NODE_FEAT,2026,,-1,-1,-1,32,-1,JSD,0.0446401420699889,0.9523809523809524,0.085282891717451,0.9981448531047172,0.5569388543690963,0.7149527042317266,0.5653519353823561,0.4001177979745888,0.9431411258693504,0.5324532058576996,0.5,,0.0,0.0,
2026-05-17 03:50:35,loss_step2_dgi_JSD_s2027,HOFINET_NODE_FEAT,2027,,-1,-1,-1,32,-1,JSD,0.0336121164473,0.9562925825941636,0.0649416406952483,0.997587540355483,0.3966288172649693,0.5675904806120183,0.4086469714620128,0.3162660606536333,0.946309397791035,0.5381195571745879,0.5,,0.0,0.0,
2026-05-17 03:55:07,loss_step2_dgi_bn_JSD_s2024,HOFINET_NODE_FEAT,2024,,-1,-1,-1,32,-1,JSD,0.5039721620379489,0.9950738916256158,0.6690782305513183,0.9998904971716572,0.9786906978056072,0.9891770233036804,0.979039568921254,0.8291276269274994,0.991412148763784,0.6031806325673518,0.5,,0.0,0.0,
2026-05-17 03:59:36,loss_step2_dgi_bn_JSD_s2025,HOFINET_NODE_FEAT,2025,,-1,-1,-1,32,-1,JSD,0.5011203374192698,0.9910074286459012,0.665645380137436,0.9998011985709346,0.9786508583370233,0.989112976209309,0.9789125861964256,0.8273791781733726,0.9912813061393552,0.5989536812413138,0.5,,0.0,0.0,
